entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Chile,CHL,2000,,9.41,15503638,South America
Chile,CHL,2002,96,,15857926,South America
Chile,CHL,2005,,9.96,16348780,South America
Chile,CHL,2010,,10.35,17181463,South America
Chile,CHL,2011,97,,17351810,South America
Chile,CHL,2013,96,,17687006,South America
Chile,CHL,2015,97,10.49,18047630,South America
Chile,CHL,2017,96,,18558868,South America
Chile,CHL,2020,,10.74,19370621,South America
China,CHN,1870,,0.01,358200976,Asia
China,CHN,1875,,0.01,361066568,Asia
China,CHN,1880,,0.01,365789113,Asia
China,CHN,1885,,0.01,371212674,Asia
China,CHN,1890,,0.01,377255533,Asia
China,CHN,1895,,0.01,386205058,Asia
China,CHN,1900,,0.02,395929430,Asia
China,CHN,1905,,0.02,406610574,Asia
China,CHN,1910,,0.04,419058430,Asia
China,CHN,1915,,0.06,440794834,Asia
China,CHN,1920,,0.08,463330522,Asia
China,CHN,1925,,0.16,473684764,Asia
China,CHN,1930,,0.26,482831090,Asia
China,CHN,1935,,0.36,496610129,Asia
China,CHN,1940,,1.39,511303712,Asia
China,CHN,1945,,1.53,525143778,Asia
China,CHN,1950,47.5,1.79,544044355,Asia
China,CHN,1955,,2.18,603547014,Asia
China,CHN,1960,,2.8,654802068,Asia
China,CHN,1965,,3.4,723415737,Asia
China,CHN,1970,,4.16,823308964,Asia
China,CHN,1975,,4.83,916116796,Asia
China,CHN,1980,,5.74,983163540,Asia
China,CHN,1982,66,,1013588177,Asia
China,CHN,1985,,6.16,1059807818,Asia
China,CHN,1990,78,6.45,1153582725,Asia
China,CHN,1995,,7.17,1220133929,Asia
China,CHN,2000,91,7.79,1269581174,Asia
China,CHN,2005,,8.02,1310027135,Asia
China,CHN,2010,95,8.25,1351561505,Asia
China,CHN,2015,,8.51,1396134171,Asia
China,CHN,2020,97,8.99,1426106093,Asia
Cocos Islands,CCK,1950,17.5,,,Asia
Colombia,COL,1870,,0.32,2440990,South America
Colombia,COL,1875,,0.37,2615730,South America
Colombia,COL,1880,,0.42,2851550,South America
Colombia,COL,1885,,0.48,3108630,South America
Colombia,COL,1890,,0.51,3388871,South America
Colombia,COL,1895,,0.52,3694283,South America
Colombia,COL,1900,,0.85,4034733,South America
Colombia,COL,1905,,1,4457462,South America
Colombia,COL,1910,,1.44,4944811,South America
Colombia,COL,1915,,1.62,5565363,South America
Colombia,COL,1918,42.4,,5981524,South America
Colombia,COL,1920,,1.79,6275946,South America
Colombia,COL,1925,,2.01,7082116,South America
Colombia,COL,1928,51.6,,7615377,South America
Colombia,COL,1930,,2.17,7946343,South America
Colombia,COL,1935,,2.32,8602649,South America
Colombia,COL,1938,55.8,,8992512,South America
Colombia,COL,1940,,2.4,9311615,South America
Colombia,COL,1945,,2.53,10414773,South America
Colombia,COL,1950,52.5,2.38,11766991,South America
Colombia,COL,1955,,2.73,13473060,South America
Colombia,COL,1960,,3.1,15606209,South America
Colombia,COL,1965,,3.47,18169053,South America
Colombia,COL,1970,,3.98,20811790,South America
Colombia,COL,1975,,4.43,23344650,South America
Colombia,COL,1980,,4.99,26104503,South America
Colombia,COL,1985,,5.63,29268470,South America
Colombia,COL,1990,,6.16,32440064,South America
Colombia,COL,1993,91,,34441479,South America
Colombia,COL,1995,,6.68,35804670,South America
Colombia,COL,1996,91,,36462740,South America
Colombia,COL,2000,,7.12,39089939,South America
Colombia,COL,2004,93,,41543177,South America
Colombia,COL,2005,93,7.56,42128978,South America
Colombia,COL,2006,92,,42691081,South America
Colombia,COL,2007,93,,43235374,South America
Colombia,COL,2008,93,,43758805,South America
Colombia,COL,2009,93,,44271543,South America
Colombia,COL,2010,93,9.35,44777325,South America
Colombia,COL,2011,94,,45259614,South America
Colombia,COL,2014,94,,46565426,South America
Colombia,COL,2015,94,9.78,46969938,South America
Colombia,COL,2016,95,,47437513,South America
Colombia,COL,2018,95,,49024463,South America
Colombia,COL,2019,95,,49907987,South America
Colombia,COL,2020,96,10.2,50629997,South America
Comoros,COM,1950,22.5,,161951,Africa
Comoros,COM,1980,48,,337728,Africa
Comoros,COM,2000,68,,536084,Africa
Congo,COG,1984,60,,1999533,Africa
Congo,COG,2005,76,,3696399,Africa
Congo,COG,2015,,6.47,5097583,Africa
Congo,COG,2020,,6.74,5752792,Africa
Cook Islands,COK,1950,92.5,,14714,Oceania
Costa Rica,CRI,1870,,0.32,142062,North America
Costa Rica,CRI,1875,,0.4,163385,North America
Costa Rica,CRI,1880,,0.48,189610,North America
Costa Rica,CRI,1885,,0.59,220456,North America
Costa Rica,CRI,1890,,0.72,254968,North America
Costa Rica,CRI,1895,,0.87,285140,North America
Costa Rica,CRI,1900,,1.56,317246,North America
Costa Rica,CRI,1905,,1.89,352954,North America
Costa Rica,CRI,1910,,2.21,391337,North America
Costa Rica,CRI,1915,,2.45,424936,North America
Costa Rica,CRI,1920,,2.71,459026,North America
Costa Rica,CRI,1925,,2.99,500006,North America
Costa Rica,CRI,1930,,3.13,546929,North America
Costa Rica,CRI,1935,,3.28,607597,North America
Costa Rica,CRI,1940,,3.43,681697,North America
Costa Rica,CRI,1945,,3.62,800613,North America
Costa Rica,CRI,1950,77.5,3.6,926761,North America
Costa Rica,CRI,1955,,3.82,1103056,North America
Costa Rica,CRI,1960,,3.96,1327501,North America
Costa Rica,CRI,1965,,4.22,1586214,North America
Costa Rica,CRI,1970,,4.03,1838946,North America
Costa Rica,CRI,1975,,5.3,2092716,North America
Costa Rica,CRI,1980,,6.26,2390641,North America
Costa Rica,CRI,1984,93,,2667597,North America
Costa Rica,CRI,1985,,6.88,2741903,North America
Costa Rica,CRI,1990,,7.28,3121707,North America
Costa Rica,CRI,1995,,7.61,3535179,North America
Costa Rica,CRI,2000,95,7.96,3937737,North America
Costa Rica,CRI,2005,,8.52,4261240,North America
Costa Rica,CRI,2010,,8.43,4555965,North America
Costa Rica,CRI,2011,97,,4609834,North America
Costa Rica,CRI,2015,,8.77,4818045,North America
Costa Rica,CRI,2020,,9.12,5034323,North America
Cote d'Ivoire,CIV,1870,,0.01,1205926,Africa
Cote d'Ivoire,CIV,1875,,0.01,1255320,Africa
Cote d'Ivoire,CIV,1880,,0.01,1305888,Africa
Cote d'Ivoire,CIV,1885,,0.01,1348225,Africa
Cote d'Ivoire,CIV,1890,,0.01,1391919,Africa
Cote d'Ivoire,CIV,1895,,0.02,1447881,Africa
Cote d'Ivoire,CIV,1900,,0.02,1505099,Africa
Cote d'Ivoire,CIV,1905,,0.02,1546894,Africa
Cote d'Ivoire,CIV,1910,,0.08,1588890,Africa
Cote d'Ivoire,CIV,1915,,0.14,1644365,Africa
Cote d'Ivoire,CIV,1920,,0.19,1707305,Africa
Cote d'Ivoire,CIV,1925,,0.25,1829645,Africa
Cote d'Ivoire,CIV,1930,,0.31,1969853,Africa
Cote d'Ivoire,CIV,1935,,0.32,2112878,Africa
Cote d'Ivoire,CIV,1940,,0.35,2270472,Africa
Cote d'Ivoire,CIV,1945,,0.39,2476609,Africa
Cote d'Ivoire,CIV,1950,,0.86,2735187,Africa
Cote d'Ivoire,CIV,1955,,0.91,3136631,Africa
Cote d'Ivoire,CIV,1960,,0.99,3673672,Africa
Cote d'Ivoire,CIV,1965,,1.09,4442384,Africa
Cote d'Ivoire,CIV,1970,,1.33,5411573,Africa
Cote d'Ivoire,CIV,1975,,1.76,6776303,Africa
Cote d'Ivoire,CIV,1980,,2.13,8220717,Africa
Cote d'Ivoire,CIV,1985,,2.46,10040486,Africa
Cote d'Ivoire,CIV,1988,34,,11275194,Africa
Cote d'Ivoire,CIV,1990,,2.79,12189780,Africa
Cote d'Ivoire,CIV,1995,,3.46,14855566,Africa
Cote d'Ivoire,CIV,1998,36,,16663948,Africa
Cote d'Ivoire,CIV,2000,49,4.06,17699007,Africa
Cote d'Ivoire,CIV,2005,,4.52,20068468,Africa
Cote d'Ivoire,CIV,2010,,4.93,22488068,Africa
Cote d'Ivoire,CIV,2014,44,,24527393,Africa
Cote d'Ivoire,CIV,2015,,5.4,25246347,Africa
Cote d'Ivoire,CIV,2016,50.03968,,25989404,Africa
Cote d'Ivoire,CIV,2020,,6.05,28915452,Africa
Cote d'Ivoire,CIV,2021,50.00064,,29639737,Africa
Croatia,HRV,1991,97,,4825159,Europe
Croatia,HRV,2001,98,,4301079,Europe
Croatia,HRV,2015,,11.8,4183732,Europe
Croatia,HRV,2020,,12.03,3953956,Europe
Cuba,CUB,1870,,0.12,1356408,North America
Cuba,CUB,1875,,0.15,1437701,North America
Cuba,CUB,1880,,0.2,1534380,North America
Cuba,CUB,1885,,0.25,1598043,North America
Cuba,CUB,1890,,0.33,1652620,North America
Cuba,CUB,1895,,0.44,1674375,North America
Cuba,CUB,1899,43.1,,1697089,North America
Cuba,CUB,1900,,0.82,1719649,North America
Cuba,CUB,1905,,1.32,1961695,North America
Cuba,CUB,1907,56.4,,2081056,North America
Cuba,CUB,1910,,1.58,2275154,North America
Cuba,CUB,1915,,2.03,2647842,North America
Cuba,CUB,1919,61.3,,2985028,North America
Cuba,CUB,1920,,2.28,3069258,North America
Cuba,CUB,1925,,2.61,3483522,North America
Cuba,CUB,1930,,2.96,3923683,North America
Cuba,CUB,1931,71.8,,4003873,North America
Cuba,CUB,1935,,3.16,4298425,North America
Cuba,CUB,1940,,3.31,4707248,North America
Cuba,CUB,1943,76.4,,5035224,North America
Cuba,CUB,1945,,3.42,5279214,North America
Cuba,CUB,1950,77.5,3.58,5924519,North America
Cuba,CUB,1955,,3.66,6543104,North America
Cuba,CUB,1960,,4.08,7238083,North America
Cuba,CUB,1965,,4.55,8030806,North America
Cuba,CUB,1970,,5.41,8824389,North America
Cuba,CUB,1975,,6.48,9479729,North America
Cuba,CUB,1980,,7.82,9804798,North America
Cuba,CUB,1981,98,,9849325,North America
Cuba,CUB,1985,,8.64,10157229,North America
Cuba,CUB,1990,,9.21,10631796,North America
Cuba,CUB,1995,,9.58,10925362,North America
Cuba,CUB,2000,,9.88,11109112,North America
Cuba,CUB,2002,100,,11177422,North America
Cuba,CUB,2005,,10.36,11262553,North America
Cuba,CUB,2010,,11.06,11297414,North America
Cuba,CUB,2012,100,,11303172,North America
Cuba,CUB,2015,,11.12,11275069,North America
Cuba,CUB,2019,97.65491,,11202847,North America
Cuba,CUB,2020,,11.61,11176349,North America
Cyprus,CYP,1870,,0.29,185602,Europe
Cyprus,CYP,1875,,0.35,185654,Europe
Cyprus,CYP,1880,,0.42,187005,Europe
Cyprus,CYP,1885,,0.51,196828,Europe
Cyprus,CYP,1890,,0.61,208704,Europe
Cyprus,CYP,1895,,0.78,222067,Europe
Cyprus,CYP,1900,,0.97,236693,Europe
Cyprus,CYP,1905,,1.11,254143,Europe
Cyprus,CYP,1910,,1.3,272882,Europe
Cyprus,CYP,1915,,1.65,290960,Europe
Cyprus,CYP,1920,,1.97,309680,Europe
Cyprus,CYP,1925,,2.25,327859,Europe
Cyprus,CYP,1930,,2.52,349917,Europe
Cyprus,CYP,1935,,2.72,394589,Europe
Cyprus,CYP,1940,,2.84,444169,Europe
Cyprus,CYP,1945,,3.08,469861,Europe
Cyprus,CYP,1950,62.5,3.8,493883,Europe
Cyprus,CYP,1955,,4.49,533874,Europe
Cyprus,CYP,1960,,5.38,586493,Europe
Cyprus,CYP,1965,,5.9,617743,Europe
Cyprus,CYP,1970,,6.36,647443,Europe
Cyprus,CYP,1975,,7.02,659408,Europe
Cyprus,CYP,1980,,7.89,683082,Europe
Cyprus,CYP,1985,,8.94,731290,Europe
Cyprus,CYP,1990,,9.85,788355,Europe
Cyprus,CYP,1992,94,,810344,Europe
Cyprus,CYP,1995,,10.28,862698,Europe
Cyprus,CYP,2000,,10.82,947667,Europe
Cyprus,CYP,2001,97,,964129,Europe
